-2.00018,0.11813142
-1.99618,0.11738564
-1.99218,0.1174983
-1.98818,0.11686138
-1.98418,0.11963621
-1.98018,0.11868083
-1.97618,0.11846953
-1.97218,0.11645313
-1.96818,0.11880091
-1.96418,0.11869322
-1.96018,0.12040336
-1.95618,0.12082957
-1.95218,0.11742467
-1.94818,0.11924006
-1.94418,0.12041927
-1.94018,0.11711811
-1.93618,0.11818555
-1.93218,0.12074991
-1.92818,0.11893876
-1.92418,0.11532206
-1.92018,0.11894282
-1.91618,0.11693039
-1.91218,0.1210837
-1.90818,0.12205275
-1.90418,0.12151782
-1.90018,0.12098756
-1.89618,0.12237475
-1.89218,0.11768995
-1.88818,0.12089398
-1.88418,0.11993719
-1.88018,0.11940604
-1.87618,0.11940935
-1.87218,0.12005391
-1.86818,0.12091073
-1.86418,0.1200621
-1.86018,0.11942565
-1.85618,0.11974745
-1.85218,0.12060385
-1.84818,0.11954158
-1.84418,0.12092775
-1.84018,0.12029716
-1.83618,0.11997684
-1.83218,0.1223267
-1.82818,0.11902578
-1.82418,0.12094761
-1.82018,0.12073997
-1.81618,0.12148776
-1.81218,0.11818541
-1.80818,0.12064219
-1.80418,0.12000371
-1.80019,0.11926122
-1.79619,0.12470677
-1.79219,0.12385493
-1.78819,0.12055442
-1.78419,0.12076753
-1.78019,0.12227
-1.77619,0.11981517
-1.77219,0.12152535
-1.76819,0.11950797
-1.76419,0.12100208
-1.76019,0.12228435
-1.75619,0.12058581
-1.75219,0.11855915
-1.74819,0.12261637
-1.74419,0.12219055
-1.74019,0.12475122
-1.73619,0.12594055
-1.73219,0.12401784
-1.72819,0.12295397
-1.72419,0.12466246
-1.72019,0.12498946
-1.71619,0.12488739
-1.71219,0.12883833
-1.70819,0.12628271
-1.70419,0.12671078
-1.70019,0.1247933
-1.69619,0.13120487
-1.69219,0.12811096
-1.68819,0.1292907
-1.68419,0.13560031
-1.68019,0.13731629
-1.67619,0.14073769
-1.67219,0.14320237
-1.66819,0.14705364
-1.66419,0.14856111
-1.66019,0.15486919
-1.65619,0.15850941
-1.65219,0.16161854
-1.64819,0.16579886
-1.64419,0.17157533
-1.64019,0.16935009
-1.63619,0.17736862
-1.63219,0.18240356
-1.62819,0.18904602
-1.62419,0.19130554
-1.62019,0.19377504
-1.61619,0.20083176
-1.61219,0.19678117
-1.60819,0.20321488
-1.60419,0.20535374
-1.60019,0.20665553
-1.59619,0.21361079
-1.59219,0.21779923
-1.58819,0.22338352
-1.58419,0.2304554
-1.58019,0.23891873
-1.57619,0.24033448
-1.57219,0.24131388
-1.56819,0.24903723
-1.56419,0.25546883
-1.56019,0.26330853
-1.55619,0.27007824
-1.55219,0.27652097
-1.54819,0.2955258
-1.54419,0.31120765
-1.54019,0.32269324
-1.53619,0.33688566
-1.53219,0.34947921
-1.52819,0.36561446
-1.52419,0.38013688
-1.52019,0.39358983
-1.51619,0.4085561
-1.51219,0.42665317
-1.50819,0.44515921
-1.50419,0.45853458
-1.50019,0.47330944
-1.49619,0.48485889
-1.49219,0.50521902
-1.48819,0.51830819
-1.48419,0.52975697
-1.48019,0.54476112
-1.47619,0.54123568
-1.47219,0.53635734
-1.46819,0.53509688
-1.46419,0.55495612
-1.46019,0.57108125
-1.45619,0.59431805
-1.45219,0.62079369
-1.44819,0.6471692
-1.44419,0.6713444
-1.44019,0.70251315
-1.43619,0.7275653
-1.43219,0.75297024
-1.42819,0.78603203
-1.42419,0.81730081
-1.42019,0.84470029
-1.41619,0.87293764
-1.41219,0.90665827
-1.40819,0.92714575
-1.40419,0.96171266
-1.4002,0.9954757
-1.3962,1.0293235
-1.3922,1.0724083
-1.3882,1.1160222
-1.3842,1.1593025
-1.3802,1.2051944
-1.3762,1.249159
-1.3722,1.294159
-1.3682,1.3423444
-1.3642,1.388412
-1.3602,1.4433186
-1.3562,1.4945508
-1.3522,1.5402576
-1.3482,1.5917506
-1.3442,1.6432404
-1.3402,1.69654
-1.3362,1.7568892
-1.3322,1.8158945
-1.3282,1.8720474
-1.3242,1.9277964
-1.3202,1.9764397
-1.3162,2.0316988
-1.3122,2.0858065
-1.3082,2.135087
-1.3042,2.174826
-1.3002,2.212601
-1.2962,2.2569138
-1.2922,2.3026918
-1.2882,2.3540382
-1.2842,2.4020625
-1.2802,2.4621079
-1.2762,2.5376311
-1.2722,2.6031701
-1.2682,2.6744025
-1.2642,2.7579498
-1.2602,2.8360409
-1.2562,2.9195911
-1.2522,3.0019384
-1.2482,3.0953963
-1.2442,3.1844139
-1.2402,3.2779403
-1.2362,3.3704367
-1.2322,3.4722338
-1.2282,3.5630905
-1.2242,3.6565825
-1.2202,3.7530571
-1.2162,3.835247
-1.2122,3.9049529
-1.2082,3.9769676
-1.2042,4.0407415
-1.2002,4.1133211
-1.1962,4.1902531
-1.1922,4.263066
-1.1882,4.3313435
-1.1842,4.3996066
-1.1802,4.4726333
-1.1762,4.5474876
-1.1722,4.6308861
-1.1682,4.7174824
-1.1642,4.8028674
-1.1602,4.9144845
-1.1562,5.0314473
-1.1522,5.1396318
-1.1482,5.2571579
-1.1442,5.3766756
-1.1402,5.4845191
-1.1362,5.5853068
-1.1322,5.6624578
-1.1282,5.7459313
-1.1242,5.826965
-1.1202,5.9164282
-1.1162,5.9920632
-1.1122,6.0620453
-1.1082,6.127778
-1.1042,6.1813146
-1.1002,6.2414751
-1.0962,6.3118748
-1.0922,6.3811558
-1.0882,6.4572569
-1.0842,6.5399476
-1.0802,6.609833
-1.0762,6.6908742
-1.0722,6.7716184
-1.0682,6.8702421
-1.0642,6.9731234
-1.0602,7.0869556
-1.0562,7.2000796
-1.0522,7.3038141
-1.0482,7.4088237
-1.0442,7.525246
-1.0402,7.6238175
-1.0362,7.7378631
-1.0322,7.8283192
-1.0282,7.9351164
-1.0242,8.0252714
-1.0202,8.130136
-1.0162,8.2008212
-1.0122,8.2757235
-1.0082,8.3677901
-1.0042,8.4659833
-1.00021,8.5492629
-0.99621,8.6187816
-0.99221,8.6939955
-0.98821,8.756205
-0.98421,8.8206335
-0.98021,8.8757766
-0.97621,8.9393246
-0.97221,9.0238384
-0.96821,9.1023324
-0.96421,9.1871005
-0.96021,9.2604468
-0.95621,9.325838
-0.95221,9.3833507
-0.94821,9.4519494
-0.94421,9.5315723
-0.94021,9.5892621
-0.93621,9.63596
-0.93221,9.6784458
-0.92821,9.7259467
-0.92421,9.7728339
-0.92021,9.7792052
-0.91621,9.7794524
-0.91221,9.7738911
-0.90821,9.7575286
-0.90421,9.7697798
-0.90021,9.7771276
-0.89621,9.7679504
-0.89221,9.7723535
-0.88821,9.7413419
-0.88421,9.6982464
-0.88021,9.6764381
-0.87621,9.6567119
-0.87221,9.6413252
-0.86821,9.6198334
-0.86421,9.6259722
-0.86021,9.6088656
-0.85621,9.5931438
-0.85221,9.5902655
-0.84821,9.5694213
-0.84421,9.5381436
-0.84021,9.4884577
-0.83621,9.4545792
-0.83221,9.3791608
-0.82821,9.3118551
-0.82421,9.2270126
-0.82021,9.1397762
-0.81621,9.0473658
-0.81221,8.9741384
-0.80821,8.8961247
-0.80421,8.8360489
-0.80021,8.7448117
-0.79621,8.6695457
-0.79221,8.5868248
-0.78821,8.475339
-0.78421,8.3739834
-0.78021,8.2896791
-0.77621,8.1969392
-0.77221,8.1021607
-0.76821,7.971531
-0.76421,7.8633266
-0.76021,7.7694908
-0.75621,7.7051919
-0.75221,7.6253227
-0.74821,7.5567105
-0.74421,7.4642022
-0.74021,7.3859189
-0.73621,7.3060871
-0.73221,7.2139994
-0.72821,7.1392384
-0.72421,7.062343
-0.72021,6.9470189
-0.71621,6.816591
-0.71221,6.7115533
-0.70821,6.591318
-0.70421,6.4643469
-0.70021,6.3541544
-0.69621,6.245177
-0.69221,6.150869
-0.68821,6.0559113
-0.68421,5.9614603
-0.68021,5.8670943
-0.67621,5.7616715
-0.67221,5.6634442
-0.66821,5.5734942
-0.66421,5.5150421
-0.66021,5.4770231
-0.65621,5.4340888
-0.65221,5.3718707
-0.64821,5.2977086
-0.64421,5.2238827
-0.64021,5.1574849
-0.63621,5.0840084
-0.63221,5.0552509
-0.62821,5.0112669
-0.62421,4.9690972
-0.62021,4.9243322
-0.61621,4.8660133
-0.61221,4.7754384
-0.60821,4.7238347
-0.60421,4.6171404
-0.60022,4.5162047
-0.59622,4.4339977
-0.59222,4.3862954
-0.58822,4.3202654
-0.58422,4.2518933
-0.58022,4.207332
-0.57622,4.2039294
-0.57222,4.1474426
-0.56822,4.1285635
-0.56422,4.1079017
-0.56022,4.1185618
-0.55622,4.1153669
-0.55222,4.1382265
-0.54822,4.1258175
-0.54422,4.1099478
-0.54022,4.0751862
-0.53622,4.0247629
-0.53222,3.991558
-0.52822,3.9091545
-0.52422,3.8104599
-0.52022,3.7319685
-0.51622,3.6351797
-0.51222,3.5767752
-0.50822,3.4965035
-0.50422,3.4180513
-0.50022,3.339066
-0.49622,3.2391682
-0.49222,3.1441482
-0.48822,3.0807378
-0.48422,3.0097236
-0.48022,2.9504504
-0.47622,2.8898437
-0.47222,2.8542809
-0.46822,2.8120134
-0.46422,2.7458436
-0.46022,2.6470751
-0.45622,2.6393201
-0.45222,2.596129
-0.44822,2.5317913
-0.44422,2.4997746
-0.44022,2.4192248
-0.43622,2.3510878
-0.43222,2.2887937
-0.42822,2.2140035
-0.42422,2.0894912
-0.42022,1.9928267
-0.41622,1.9153503
-0.41222,1.7899627
-0.40822,1.7114856
-0.40422,1.5707446
-0.40022,1.4449291
-0.39622,1.3348423
-0.39222,1.2294951
-0.38822,1.0929776
-0.38422,0.9752152
-0.38022,0.87267726
-0.37622,0.73769714
-0.37222,0.64182907
-0.36822,0.55138055
-0.36422,0.44785032
-0.36022,0.34392567
-0.35622,0.25926715
-0.35222,0.19337739
-0.34822,0.095650194
-0.34422,-0.036291475
-0.34022,-0.1595147
-0.33622,-0.31251249
-0.33222,-0.47962021
-0.32822,-0.66885484
-0.32422,-0.82936595
-0.32022,-1.0303985
-0.31622,-1.2287837
-0.31222,-1.4011315
-0.30822,-1.5867858
-0.30422,-1.7585447
-0.30022,-1.9512423
-0.29622,-2.1185754
-0.29222,-2.2687982
-0.28822,-2.4350649
-0.28422,-2.5852674
-0.28022,-2.7171565
-0.27622,-2.8681772
-0.27222,-2.9890228
-0.26822,-3.0763346
-0.26422,-3.1460574
-0.26022,-3.2375658
-0.25622,-3.3228621
-0.25222,-3.3878768
-0.24822,-3.4677801
-0.24422,-3.58982
-0.24022,-3.7179861
-0.23622,-3.8580287
-0.23222,-4.0131562
-0.22822,-4.158921
-0.22422,-4.308969
-0.22022,-4.4326997
-0.21622,-4.6849758
-0.21222,-4.8935821
-0.20822,-5.0942762
-0.20422,-5.2887176
-0.20023,-5.525944
-0.19623,-5.6874146
-0.19223,-5.9485966
-0.18823,-6.128685
-0.18423,-6.397114
-0.18023,-6.5566844
-0.17623,-6.7967037
-0.17223,-6.9611624
-0.16823,-7.1015424
-0.16423,-7.0955966
-0.16023,-7.2243183
-0.15623,-7.2758338
-0.15223,-7.3045197
-0.14823,-7.4535935
-0.14423,-7.6245827
-0.14023,-7.7409244
-0.13623,-7.8155456
-0.13223,-8.0020047
-0.12823,-8.2560297
-0.12423,-8.4103092
-0.12023,-8.8212038
-0.11623,-9.1807301
